cuie	siisa	nombre_efector	sigla_tipo_efector	descripcion_tipo_efector	id_provincia	nombre_provincia	id_departamento	nombre_departamento	id_localidad	nombre_localidad	ciudad	codigo_postal	domicilio	rural	cics	sigla_tipo_categorizacion	descripcion_tipo_categorizacion	sigla_dependencia_administrativa	descripcion_dependencia_administrativa	codigo_provincial_efector	dependencia_sanitaria	integrante	compromiso_gestion	numero_compromiso	firmante_compromiso	fecha_suscripcion_compromiso	fecha_inicio_compromiso	fecha_fin_compromiso	pago_indirecto	numero_convenio	firmante_convenio	nombre_tercer_administrador	codigo_tercer_administrador	fecha_suscripcion_convenio	fecha_inicio_convenio	fecha_fin_convenio	priorizado	ppac	perinatal_ac	addenda_perinatal	fecha_addenda_perinatal	categoria_obstretico	categoria_neonatal	nombre_referente	internet	factura_descentralizada	factura_on_line	id_estado	descripcion
N99976	50540072164051	CAPS BARRIO BELGRANO	CSA	Centro de salud "A"	20	MISIONES	007	Apóstoles	060	San José	SAN JOSÉ	3306	BARRIO BELGRANO	N	N	SD	Sin especificar	P	Provincial	20	"ZONA DE SALUD ""SUR"""	S	S	SUAPSJC 198	MIRTHA GRACIELA MAIDANA	2013-09-18	2013-09-18	2014-12-31	S	30	MIRTHA GRACIELA MAIDANA	HOSPITAL DE NIVEL I DE SAN JOSÉ	N05162	2013-09-18	2013-09-18	2014-12-31	N	N						MIRTHA GRACIELA MAIDANA	S	S	S	1	Activo
N99977	50540562165701	CAPS MARIANO MORENO	PSB	Posta sanitaria "B"	20	MISIONES	056	Guaraní	010	El Soberbio	El Soberbio	3364	Ruta Provincial Nº2	N	N	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	P	Provincial		ZONA DE SALUD "NORESTE"	S	S	NEGUESH 34	Dr Baez Jorge Alberto	2013-02-18	2013-02-18	2015-12-31	S	003	Dr Baez Jorge Alberto	Hospital Nivel I El Soberbio	N03167	2013-02-18	2013-02-18	2015-12-31	N							Dr Baez Jorge Alberto	S	S	S	1	Activo
N99978	50541122165704	CAPS ALECRÍN	CSA	Centro de salud "A"	20	MISIONES	112	San Pedro	040	San Pedro	San Pedro	3364	RUTA PROVINCIAL Nº 20 - PIRAY GUAZU- SAN PEDRO	S	N	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	P	Provincial		ZONA DE SALUD "NORESTE"	S	S	NESPPAC 111	Dra. Amalia Melnichuk	2013-02-18	2013-02-18	2014-12-31	S	006	Cristian Cristaldo	ZONA NORESTE	N95729	2013-02-18	2013-02-18	2014-12-31	N							Dra. Amalia Melnichuk	S	S	S	1	Activo
N99979	50540282265705	CAPS COLONIA AEROPARQUE	CSA	Centro de salud "A"	20	MISIONES	028	Capital	030	Posadas (Municipio de Posadas)	Posadas	3300	Calle 243-Nº 2902 -Posadas Misiones	N	S	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	M	Municipal	09	Provincial	S	S	CACAPOC 200	Dra. Martinez Mariana	2013-12-02	2013-12-02	2014-12-31	S	009	Laura Beatriz Blodek	Municipalidad de Posadas	N10450	2013-12-02	2008-10-01	2014-12-31	N							Dra. Martinez Mariana	S	S	S	1	Activo
N99980	50540282265706	CAPS BARRIO DON PEDRO	CSA	Centro de salud "A"	20	MISIONES	028	Capital	030	Posadas (Municipio de Posadas)	Posadas	3300	Calle 53-Sector 11-Parcela 115 Barrio Don Pedro-Posadas, Misiones	N	N	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	M	Municipal	09	Zona de Salud Capital	S	S	CACAPOC 200	Dra. Martinez Mariana	2013-12-02	2013-12-02	2014-12-31	S	009	Laura Beatriz Blodek	Municipalidad de Posadas	N10450	2013-12-02	2008-10-01	2014-12-31	N							Dra. Martinez Mariana	S	S	S	1	Activo
N99981	50540072265167	CAPS ANDRESITO	CSA	Centro de salud "A"	20	MISIONES	007	Apóstoles	010	Apóstoles	APOSTOLES	3350	Los Pinos S/N	N	N	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	M	Municipal	09	Provincial	S	S	SUAPAPC 202	Carreras Viviana Alejandra	2014-02-17	2014-02-17	2014-12-31	S	020	Liliana Stein	Municipalidad Apóstoles	N95796	2013-02-18	2013-02-18	2014-12-31	N							Carreras Viviana Alejandra	S	S	S	1	Activo
N99982	50540072265166	CAPS 9 DE NOVIEMBRE	CSA	Centro de salud "A"	20	MISIONES	007	Apóstoles	010	Apóstoles	APOSTOLES	3350	calle Belgrano y Formosa	N	N	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	M	Municipal	09	Provincial	S	S	SUAPAPC 203	Humberto Yacovich	2014-02-17	2014-02-17	2014-12-31	S	020	Liliana Stein	Municipalidad Apóstoles	N95796	2013-02-18	2013-02-18	2014-12-31	N							Humberto Yacovich	S	S	S	1	Activo
N99983	50540702165718	virgen del rosario	CSA	Centro de salud "A"	20	MISIONES	070	Leandro N. Alem	070	Leandro N. Alem	LEANDRO N. ALEM	3315	las camelias 410	N	N	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	P	Provincial			S	S	SULALAC 205	DR CESAR ALBERTO BAEZ	2014-04-21	2014-04-21	2014-12-31	S	002	Graciela Mirin Krieger	Zona Sur	N95611	2013-02-18	2013-02-18	2014-12-31	N							DR CESAR ALBERTO BAEZ	S	S	S	1	Activo
N99985	50541052165220	San Martín	PSB	Posta sanitaria "B"	20	MISIONES	105	San Javier	040	San Javier	San Javier	3357	Bº San martín s/n	N	N	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	P	Provincial	09		S	S	SUSJSJC 206	MARIELA EDITH GARNIER	2014-04-28	2014-04-28	2014-12-31	S	002	Graciela Mirin Krieger	Zona Sur	N95611	2013-02-18	2013-02-18	2014-12-31	N							Garnier Mariela Edith	S	S	S	1	Activo
N99986	50541052164059	Santa Teresita	PSB	Posta sanitaria "B"	20	MISIONES	105	San Javier	040	San Javier	San Javier	3357	Ruiz de Montoya	N	N	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	P	Provincial			S	S	SUSJSJC 206	MARIELA EDITH GARNIER	2014-04-28	2014-04-28	2014-12-31	S	002	Graciela Mirin Krieger	Zona Sur	N95611	2013-02-18	2013-02-18	2014-12-31	N							Garnier Mariela Edith				4	No activo
N99987	99999999250001	Municipalidad de Jardín América	ADM	Administración	20	MISIONES	098	San Ignacio	080	Jardín América	Jardín América	3328	Calle Libertad 24	N	N	ESCL	Establecimiento para la salud complementario	M	Municipal			N	N														N							Contadora Pauluk, Cindy Cristina				1	Activo
N99988	50540982965700	C.I.C.  EVA PERON	CSA	Centro de salud "A"	20	MISIONES	098	San Ignacio	080	Jardín América	Jardín América	3328	Calle Atuel s/n- Barrio Capilla 	N	S	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	M	Municipal		Provincial	S	S	CPSIJAC 199	Gomez Nilda Haydee	2014-04-01	2014-04-01	2014-12-31	S	006	Pauluk Cindy Cristina	Municipalidad de Jardín América	N99987	2014-04-01	2014-04-01	2014-12-31	N							Gomez Nilda Haydee	S	S	S	1	Activo
N99989	50540772265795	CIC PUERTO RICO	CSA	Centro de salud "A"	20	MISIONES	077	Libertador Grl. San Martín	060	Puerto Rico	PUERTO RICO	3334	San Lorenzo 756	N	S	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	P	Provincial		Provincial	S	S	CPSMPRC 209	Dra Fantin Paola	2014-07-21	2014-07-21	2014-12-31	S	003	DANIELO SILVA	ZONA CENTRO PARANA	N95727	2013-02-18	2013-02-18	2014-12-31	N							Dra Fantin Paola	S	S	S	1	Activo
N99990	50540072265662	CIC AZARA	CSA	Centro de salud "A"	20	MISIONES	007	Apóstoles	020	Azara	azara	3351	Ucrania y Mbororé	N	S	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	P	Provincial	09	PROVINCIAL	S	S	SUAPAZC 210	Carrión Poma Luis Ramón	2014-08-11	2014-08-11	2014-12-31	S	002	Graciela Mirin Krieger	gracielakrieger@nodoalem.com.ar	N95611	2013-02-18	2013-02-18	2014-12-31	N							Carrión Poma Luis Ramón	S	S	S	1	Activo
N99991	50540632165714	CAPS 1º DE MAYO	CSA	Centro de salud "A"	20	MISIONES	063	Iguazú	030	Puerto Iguazú	Puerto Iguazú	3370	ESTEBAN ECHEVERRIA S/N -BARRIO 1 DE MAYO 	N	N	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	P	Provincial	09	Provincial	S	S	NPIGPIC 211	MENDOZA RUBEN ULISES	2014-09-01	2014-09-01	2014-12-31	S	N95744	Lilian Gabriela Kisiel	Área Program. XV	N95744	2013-02-18	2013-02-18	2014-12-31	N							MENDOZA RUBEN ULISES	S	S	S	1	Activo
N99992	53540282165716	CENTRO MONOCLÍNICO MANANTIAL	CSA	Centro de salud "A"	20	MISIONES	028	Capital	030	Posadas (Municipio de Posadas)	Posadas	3300	Avenida Comandante Rosales 1648	N	N	ESCIE	Establecimiento para la salud con internación especializada	P	Provincial	09	Provincial	S	S	CACAPOM 208	DR. GUSTAVO MARIN	2014-11-10	2014-11-10	2014-12-31	N								N							DR. GUSTAVO MARIN	S	S	S	1	Activo
N99993	50540072265802	C.I.C. LOMAS DEL MIRADOR	CSA	Centro de salud "A"	20	MISIONES	007	Apóstoles	010	Apóstoles	Apóstoles	3350	calle los álamos s/n barrio lomas del mirador	N	S	ESSIDT	Establecimiento para la salud sin internación de diagnóstico y tratamiento	M	Municipal	022	Provincial	S	S	SUAPAPC 212	Lic. Enf. Gimenez Claudia Noemí	2014-12-01	2014-12-01	2014-12-31	S	020	CRA. LILIANA STEIN	MUNICIPALIDAD DE APOSTOLES	N95796	2013-02-18	2013-02-18	2014-12-31	 							Lic. Enf. Gimenez Claudia Noemí	S	S	S	1	Activo
P01155	50421052153091	C.S. FRANK ALLAN - GENERAL PICO	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	030	General Pico	GENERAL PICO	6360	1Y34	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		PISTORIO MAURO	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LLERENA MARIO	HOSPITAL GOB. CENTENO	P01159	2013-01-02	2013-01-02	2016-12-31	N	N						PISTORIO MAURO	S	S	S	1	Activo
P01156	50421052153093	C.S. GUILLERMO BROWN - GENERAL PICO	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	030	General Pico	GENERAL PICO	6360	"9 ""O"" Nº 814"	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		COVELLA MARCOS GABRIEL	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LLERENA MARIO	HOSPITAL GOB. CENTENO	P01159	2013-01-02	2013-01-02	2016-12-31	N	N						COVELLA MARCOS GABRIEL	S	S	S	1	Activo
P01157	50421052153107	C.S. MAURICIO KNOBEL - GENERAL PICO	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	030	General Pico	GENERAL PICO	6360	29 Y 4	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		VILLALONGA ALICIA ESTELA	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LLERENA MARIO	HOSPITAL GOB. CENTENO	P01159	2013-01-02	2013-01-02	2016-12-31	N	N						VILLALONGA ALICIA ESTELA	S	S	S	1	Activo
P01159	10421052153035	HOSP. GOB. CENTENO - GENERAL PICO	HOS	Hospital	19	LA PAMPA	105	Maracó	030	General Pico	GENERAL PICO	6360	17 E/ 108 Y 116	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		GARCIA LLERENA MARIO	2013-01-02	2013-01-02	2016-12-31	N								N	S	S	S	2012-08-01	IIIB	IIIB	GARCIA LLERENA MARIO	S	S	S	1	Activo
P01169	50420212153105	C.S. BARRIO AEROPUERTO - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	CARLOS GARDEL Y A. CASTRO	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		JUAREZ CLAUDIA MARCELA	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						JUAREZ CLAUDIA MARCELA	S	S	S	1	Activo
P01170	50420212153066	CENTRO SANITARIO - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	CORONEL GIL Nº751	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		GARCIA LUIS EDUARDO	2013-01-02	2013-01-02	2016-12-31	N								N	N						GARCIA LUIS EDUARDO	S	S	S	1	Activo
P01171	50420212153088	C.S. NELIDA MALDONADO - FONAVI 42 - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	PESTALOZZI Nº1945	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		PILAR GALENDE	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						PILAR GALENDE	S	S	S	1	Activo
P01172	10420212153045	C.S. EVITA - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	FERRANDO Y HUGO DEL CARRIL	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		CANAL JUAN MANUEL	2013-01-02	2013-01-02	2016-12-31	N								N	N						CANAL JUAN MANUEL	S	S	S	1	Activo
P01173	50420212153115	C.S. BARRIO RIO ATUEL - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	GARAY VIVAS Nº 2431	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		DOMINICI PABLO	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						DOMINICI PABLO	S	S	S	1	Activo
P01174	50420212153128	C.S. VILLA GERMINAL SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	ESMERALDA Y ANTARTIDA ARGENTINA	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		COSTAS MARIA J	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						COSTAS MARIA J	S	S	S	1	Activo
P01175	50420212153127	C.S. VILLA PARQUE	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	QUEMÙ QUEMÙ Nº 1492	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		MACIEL DIANA	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						MACIEL DIANA	S	S	S	1	Activo
P01176	50420212153129	C.S. VILLA SANTILLAN - SANTA ROSA	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	020	Santa Rosa	SANTA ROSA	6300	PESTALOZZI Y PIO XII	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		MARCELO ROCHA	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LUIS EDUARDO	CENTRO SANITARIO	P01170	2013-01-02	2013-01-02	2016-12-31	N	N						MARCELO ROCHA	S	S	S	1	Activo
P01529	50421052153096	C.S. JOSE RUCCI	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	030	General Pico	GENERAL PICO	6360	107 E/ 8 Y 6	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		DADONE GABRIELA	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LLERENA MARIO	HOSPITAL GOB. CENTENO	P01159	2013-01-02	2013-01-02	2016-12-31	N	N						DADONE GABRIELA MARINA	S	S	S	1	Activo
P01536	50421052153071	C.S. DEL ESTE - GENERAL PICO	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	030	General Pico	GENERAL PICO	6360	33 Nº 670(ESQ.16)	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		BERGONZI MARIA DANIELA	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LLERENA MARIO	HOSPITAL GOB. CENTENO	P01159	2013-01-02	2013-01-02	2016-12-31	N	N						BERGONZI MARIA DANIELA	S	S	S	1	Activo
P03022	10420072153019	HOSP. DR. HERACLIO LUNA - MACACHÍN	HOS	Hospital	19	LA PAMPA	007	Atreucó	020	Macachín	MACACHÍN	6307	JUJUY Nº 310	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		PICOLET LETICIA	2013-01-02	2013-01-02	2016-12-31	N								N	N						PICOLET LETICIA	S	S	S	1	Activo
P03023	10420282153010	HOSP. AMADA GATICA - CATRILÓ	HOS	Hospital	19	LA PAMPA	028	Catriló	010	Catriló	CATRILÓ	6330	BELGRANO Nº 318	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		ARROYO DIEGO	2013-01-02	2013-01-02	2016-12-31	N								N	N						ARROYO DIEGO	S	S	S	1	Activo
P03024	10420282153023	HOSP. DR. JULIO TAPIA - URIBURU	HOS	Hospital	19	LA PAMPA	028	Catriló	040	Uriburu	URIBURU	6354	ZEBALLOS S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	N			1900-01-01	1900-01-01	1900-01-01	N								N	N						MUÑOZ MARIO A.				1	Activo
P03025	10420492153029	HOSP. DR. MANUEL PEREZ - SANTA ISABEL	HOS	Hospital	19	LA PAMPA	049	Chalileo	010	Santa Isabel	SANTA ISABEL	6323	J.B. BIANCHI BELGANO-FERNANDEZ-SARMIENTO	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 4	S	S		MURIEL VILLARROEL	2013-01-02	2013-01-02	2016-12-31	N								N	N						MURIEL VILLARROEL	S	S	S	1	Activo
P03026	10420352153037	HOSP. JUAN B. SMITH - WINIFREDA	HOS	Hospital	19	LA PAMPA	035	Conhelo	060	Winifreda	WINIFREDA	6313	25 DE MAYO Nº 788	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		GARCIA ILVIA	2013-01-02	2013-01-02	2016-12-31	N								N	N						GARCIA ILVIA	S	S	S	1	Activo
P03027	10420772153033	HOSP. DR. ROGELIO AMICARELLI - BERNASCONI	HOS	Hospital	19	LA PAMPA	077	Hucal	020	Bernasconi	BERNASCONI	8204	AMEGHINO Nº 412.	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	S		TOSO ROBERTO NICOLAS	2013-01-02	2013-01-02	2016-12-31	N								N	N						TOSO ROBERTO NICOLAS	S	S	S	1	Activo
P03028	10420772153027	HOSP. DR. LUIS AGOTE - GRAL. SAN MARTÍN	HOS	Hospital	19	LA PAMPA	077	Hucal	030	General San Martín (Est. Villa Alba)	GENERAL SAN MARTÍN	8206	J. CELMAN Nº 150	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	S		ROVERA NORBERTO	2013-01-02	2013-01-02	2016-12-31	N								N	N						ROVERA NORBERTO	S	S	S	1	Activo
P03029	10420772153022	HOSP. DR. JUAN MUNUCE - JACINTO ARAUZ	HOS	Hospital	19	LA PAMPA	077	Hucal	050	Jacinto Aráuz	JACINTO ARAUZ	8208	9 DE JULIO Nº 214	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	S	S		RUIBAL GERARDO	2013-01-02	2013-01-02	2016-12-31	N								N	N						RUIBAL GERARDO	S	S	S	1	Activo
P03030	10421192153011	HOSP. ANGEL CIVALERO - VILLA MIRASOL	HOS	Hospital	19	LA PAMPA	119	Quemú Quemú	060	Villa Mirasol	VILLA MIRASOL	6315	AVDA MIRASOL ESQ. ALEM	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		CHANGALA MARIELA	2013-01-02	2013-01-02	2016-12-31	N								N	N						CHANGALA MARIELA	S	S	S	1	Activo
P03031	10421262153021	HOSP. JOSE PADROS - RANCUL	HOS	Hospital	19	LA PAMPA	126	Rancul	070	Rancul	RANCUL	6214	MAIPÚ Nº495	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		DEL SUELDO ROSANA DORA	2013-01-02	2013-01-02	2016-12-31	N								N	N						DEL SUELDO ROSANA DORA	S	S	S	1	Activo
P03032	50421332153118	SAMUEL HALFON - EMBAJADOR MARTINI	CSA	Centro de salud "A"	19	LA PAMPA	133	Realicó	040	Embajador Martini	EMBAJADOR MARTINI	6203	4 Nº 338(GRAL BELGRANO)	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		ETCHART ALFREDO	2013-01-02	2013-01-02	2016-12-31	N								N	N						ETCHART ALFREDO	S	S	S	1	Activo
P03033	10421332153024	HOSP. DR. JUSTO FERRARI - ING. LUIGGI	HOS	Hospital	19	LA PAMPA	133	Realicó	060	Ingeniero Luiggi	INGENIERO LUIGGI	6205	CORRIENTES Nº 218	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		KREDE MARIA SILVIA	2013-01-02	2013-01-02	2016-12-31	N								N	N						KREDE MARIA SILVIA	S	S	S	1	Activo
P03034	10421402153042	HOSP. SEGUNDO TALADRIZ	HOS	Hospital	19	LA PAMPA	140	Toay	020	Toay	TOAY	6303	SAN LUIS Nº 1150	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		WALDEMAR GARCIA	2013-01-02	2013-01-02	2016-12-31	N								N	N						WALDEMAR GRACIA	S	S	S	1	Activo
P03784	10420702153017	HOSP. DR. ENRIQUE FERRETI - ALPACHIRI	HOS	Hospital	19	LA PAMPA	070	Guatraché	010	Alpachiri	ALPACHIRI	6309	URQUIZA Nº 715	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		VILOUTA JOSE ENRIQUE	2013-01-02	2013-01-02	2016-12-31	N								N	N						VILOUTA JOSEN ENRIQUE	S	S	S	1	Activo
P03785	50421332153082	DR. NESTOR SCHANTON - ALTA ITALIA	CSA	Centro de salud "A"	19	LA PAMPA	133	Realicó	020	Alta Italia	ALTA ITALIA	6207	AVDA SAN MARTÍN Nº 421	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		TRIAS CARRATU GUILLEMO	2013-01-02	2013-01-02	2016-12-31	N								N	N						TRIAS CARRATU GUILLEMO	S	S	S	1	Activo
P03786	50420212153095	C.S. JORGE CURCI - ANGUIL	CSA	Centro de salud "A"	19	LA PAMPA	021	Capital	010	Anguil	ANGUIL	6326	AVDA BELGRANO Nº 313	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		LUIS NENNHUBER BORTOLUSI	2013-01-02	2013-01-02	2016-12-31	N								N	N						LUIS NENNHUBER BORTOLUSI	S	S	S	1	Activo
P03787	10421472153012	HOSP. ARISTIDES GRANDA - ARATA	HOS	Hospital	19	LA PAMPA	147	Trenel	010	Arata	ARATA	6385	LIBERTAD Nº 414	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		ORELLANA MARCOS	2013-01-02	2013-01-02	2016-12-31	N								N	N						ANA BARA	S	S	S	1	Activo
P03788	50421542153083	C.S. RAMON CARRILLO - ATALIVA ROCA	CSA	Centro de salud "A"	19	LA PAMPA	154	Utracán	010	Ataliva Roca	ATALIVA ROCA	6301	LIBERTAD Nº 59	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		QUINTEROS MARIA RITA	2013-01-02	2013-01-02	2016-12-31	N								N	N						QUINTEROS MARIA RITA	S	S	N	1	Activo
P03789	50420562153074	C.S. DR. LUIS MAZA - B. LARROUDE	CSA	Centro de salud "A"	19	LA PAMPA	056	Chapaleufú	010	Bernardo Larroude	BERNARDO LARROUDE	6220	SPERONI Nº 381	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		MAS OSCAR ALEJANDRO	2013-01-02	2013-01-02	2016-12-31	N								N	N						MAS OSCAR	S	S	N	1	Activo
P03790	10421262153026	HOSP. LUIS A. PETRELLI - CALEUFÚ	HOS	Hospital	19	LA PAMPA	126	Rancul	010	Caleufú	CALEUFÚ	6387	ALSINA Nº 265	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		PENENGO ANABELA	2013-01-02	2013-01-02	2016-12-31	N								N	N						PENENGO ANABELA	S	S	S	1	Activo
P03791	50421542153067	C.S. CHACHARRAMENDI	CSA	Centro de salud "A"	19	LA PAMPA	154	Utracán	020	Chacharramendi	CHACHARRAMENDI	8201	3 S/N	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 3	N	N														N	N						MORALES DANIEL				1	Activo
P03792	50420562153078	C.S. DR. GOMEZ FENTANES - HILARIO LAGOS	CSA	Centro de salud "A"	19	LA PAMPA	056	Chapaleufú	030	Coronel Hilario Lagos  (Est. Aguas Buenas)	CORONEL HILARIO LAGOS	6228	25 DE MAYO Nº597	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	N		ACHAVAL MARCELO	2011-06-01	2011-06-01	2012-12-31	N								N	N						MARCELO ACHAVAL	S	S	N	1	Activo
P03793	10421192153044	HOSP. VILFRID BARON	HOS	Hospital	19	LA PAMPA	119	Quemú Quemú	010	Colonia Barón	COLONIA BARÓN	6315	DON BOSCO Nº 994	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		PALADINI ARIEL	2013-01-02	2013-01-02	2016-12-31	N								N	N						PALADINI ARIEL	S	S	S	1	Activo
P03794	50420352153089	FRANCISCO DEL CALLEJO - CONHELO	CSA	Centro de salud "A"	19	LA PAMPA	035	Conhelo	010	Conhelo	CONHELO	6381	9 DE JULIO Y ABERDI	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		SAGO GUILLERMO	2013-01-02	2013-01-02	2016-12-31	N								N	N						SAGO GUILLERMO	S	S	N	1	Activo
P03795	10420072153032	HOSP. DR. PEDRO NOVICK - DOBLAS	HOS	Hospital	19	LA PAMPA	007	Atreucó	010	Doblas	DOBLAS	6305	DUVAL Nº 687	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		OLMEDO MARIELA	2013-01-02	2013-01-02	2016-12-31	N								N	N						OLMEDO MARIELA	S	S	S	1	Activo
P03796	50420702153079	DR. JUAN FACCA - GENERAL CAMPOS	CSA	Centro de salud "A"	19	LA PAMPA	070	Guatraché	020	General Manuel J. Campos	GENERAL MANUEL CAMPOS	6309	SARMIENTO 824	S	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 1	S	S		PABLO RUBEN GOROSITO	2014-03-01	2014-03-01	2016-12-31	N								N	N						PABLO RUBEN GOROSITO				1	Activo
P03797	50421052153086	C.S. ENERGIA Y PROGRESO	CSA	Centro de salud "A"	19	LA PAMPA	105	Maracó	030	General Pico	GENERAL PICO	6360	33 ESQ.36 BIS	N	N	SD	Sin especificar	P	Provincial		ZONA SANITARIA 2	S	S		VIANELLO ESTEBAN	2013-01-02	2013-01-02	2016-12-31	S		GARCIA LLERENA MARIO	HOSPITAL GOB. CENTENO	P01159	2013-01-02	2013-01-02	2016-12-31	N	N						VIANELLO ESTEBAN	S	S	S	1	Activo
